InvoiceDate,ClNumber,Portfolio,Total,Downpayment,Subsidy,InitialCreditAmount,ProductMix,Days Overdue as of 01.08,OverdueInstallmentsAmount,OverdueInstallments,DaysTillNextPayment,Branch,Balanceas of 01.08,Days Overdue as of 01.05,Overdue Amount,Manager,Contact updated,Current address updated,System located at indicated address,Client knows he has a debt,Client knows the amount of a debt,Client willing and capable to pay,Amount a client can pay this month,Last payment date,Last payment amount,Last payment method,Client knows the options of paying,The system is working,Date of the last contact by staff,Category
1/31/2018,C9174E202610,Second Transh,17612.5,2187.5,3125,12300,Home System,594,2936000,18,0,,,,,,,,,,,,,,,,,,,
12/22/2017,A9175G802831,Second Transh,19221.875,2109.375,3125,13987.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/1/2017,B9176DF01687,Second Transh,5715.625,453.125,1212.5,4050,Home System,631,972000,18,0,,,,,,,,,,,,,,,,,,,
12/2/2017,C9177C403011,Second Transh,10728.125,868.75,2134.375,7725,Home System,626,1681000,16,0,,,,,,,,,,,,,,,,,,,
2/27/2018,A9178K600387,Second Transh,11481.25,4006.25,2881.25,4593.75,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/7/2017,B9179D503132,Second Transh,13671.875,1106.25,2665.625,9900,Home System,564,2402000,18,14,,,,,,,,,,,,,,,,,,,
12/1/2017,C9180E402761,Second Transh,5715.625,453.125,1212.5,4050,Home System,823,494000,9,0,,,,,,,,,,,,,,,,,,,
12/21/2017,A9181F10349,Second Transh,7459.375,690.625,1743.75,5025,Home System,284,423667,3,0,,,,,,,,,,,,,,,,,,,
11/23/2017,B9182AA03643,Second Transh,5200,409.375,1115.625,3675,Home System,274,1350000,9,30,,,,,,,,,,,,,,,,,,,
11/13/2017,C9183G303636,Second Transh,12993.75,1275,2568.75,9150,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/21/2017,A9184FB03000,Second Transh,14281.25,1156.25,2775,10350,Home System,603,1912000,14,0,,,,,,,,,,,,,,,,,,,
1/2/2018,B9185B302975,Second Transh,8921.875,1093.75,1828.125,6000,Home System,329,570000,8,0,B12,570000,,,MJK,yes,yes,yes,no,NO,no,,March,400000,Mobil money,yYES,YES,,FRAUD OR AUDIT ISSUES 
1/23/2018,C9186B302977,Second Transh,12540.625,1012.5,2453.125,9075,Home System,574,2123000,18,0,B1,2123000,603,2123000,MJK,yes,yes,yes,yes,yes,no,,,,miobile,yes,no it's not working ,she does not remember,SERVICE CASE AND BATTERY ISSUES
1/23/2018,A9187B302977,Second Transh,12540.625,1012.5,2453.125,9075,Home System,574,2123000,18,0,B1,2123000,603,2123000,MJK,yes,yes,yes,yes,yes,no,,,,miobile,yes,no it's not working ,she does not remember,SERVICE CASE AND BATTERY ISSUES
1/23/2018,B9188B302977,Second Transh,12540.625,1012.5,2453.125,9075,Home System,574,2123000,18,0,B1,2123000,603,2123000,MJK,yes,yes,yes,yes,yes,no,,,,miobile,yes,no it's not working ,she does not remember,SERVICE CASE AND BATTERY ISSUES
11/22/2017,C9189E202612,Second Transh,9278.125,743.75,1859.375,6675,Home System,426,920000,10,0,,,,,,,,,,,,,,,,,,,
2/8/2018,A9190A502455,Second Transh,5434.375,2500,1359.375,1575,Home System,831,273000,13,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B9191B302978,Second Transh,5915.625,600,1265.625,4050,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/7/2017,C9192D503130,Second Transh,13481.25,1440.625,2665.625,9375,Home System,446,11000,1,0,,,,,,,,,,,,,,,,,,,
11/27/2017,A9193B302979,Second Transh,14281.25,1156.25,2775,10350,Home System,594,1826000,13,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B9194DF01688,Second Transh,14178.125,1146.875,2756.25,10275,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/5/2017,C9195C102769,Second Transh,10215.625,825,2040.625,7350,Home System,442,739700,8,0,B11,739700,471,739700,yes,yes,yes,yes,yes,739700,yes,50000,last month,50000,mobile money.,,yes,last month,CLIENT WILLING PAY OR LOCKDWN  
12/4/2017,A9196L800795,Second Transh,4965.625,453.125,1212.5,3300,Home System,774,1056000,12,0,B28,1056000,,1056000,MMM,yes,yes,yes,yes,YES,no,,2017,Not sure,MOBILE MONEY,YES,YES,6/1/2021 0:00,FRAUD AND AUDIT ISSUES
1/3/2018,B9197A502456,Second Transh,12765.625,1034.375,2506.25,9225,Home System,527,2101000,17,21,,,,,,,,,,,,,,,,,,,
11/30/2017,C9198E402819,Second Transh,19456.25,4687.5,4043.75,10725,Home System,137,0,1,0,,,,,,,,,,,,,,,,,,,
12/2/2017,A9199CB02805,Second Transh,10675,3750,2687.5,4237.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/2/2018,B9200E502807,Second Transh,5731.25,468.75,1212.5,4050,Home System,837,986000,18,0,,,,,,,,,,,,,,,,,,,
2/27/2018,C9201K503055,Second Transh,5200,409.375,1115.625,3675,Home System,837,786000,16,0,,,,,,,,,,,,,,,,,,,
12/11/2017,A9202F802921,Second Transh,8028.125,937.5,1878.125,5212.5,Home System,803,19000,1,0,B23,19000,,19000,MMM,yes,yes,,no,NO,no,,3/1/2021 0:00,70000,MOBILE MONEY,YES,YES,3/1/2021 0:00,CLIENT CLAIMS TO HAVE CLEARED
11/16/2017,B9203CB02806,Second Transh,5453.125,500,1315.625,3637.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/7/2017,C9204AA03659,Second Transh,12140.625,981.25,2384.375,8775,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/22/2018,A9205H703213,Second Transh,8709.375,1875,2071.875,4762.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/11/2017,B9206B302663,Second Transh,6162.5,568.75,1468.75,4125,Home System,860,259500,3,0,,,,,,,,,,,,,,,,,,,
2/8/2018,C9207FC03481,Second Transh,8675,1171.875,2028.125,5475,Home System,809,-1000,1,0,,,,,,,,,,,,,,,,,,,
11/14/2017,A9208B502720,Second Transh,5190.625,475,1265.625,3450,Home System,918,0,1,0,,,,,,,,,,,,,,,,,,,
11/23/2017,B9209A30112,Second Transh,9078.125,728.125,1825,6525,Home System,637,1192000,14,0,B2,1192000,666,1192000,MJK,yes,yes,yes,no,no,no,,,,,,,,PAID PAYNOW
12/1/2017,C9210H703214,Second Transh,9481.25,759.375,1896.875,6825,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A9211C403016,Second Transh,5715.625,453.125,1212.5,4050,Home System,561,981000,18,16,,,,,,,,,,,,,,,,,,,
11/27/2017,B9212G802834,Second Transh,13071.875,1059.375,2562.5,9450,Home System,632,2519000,20,0,B5,2519000,661,2519000,MJK,yes,yes,yes,yes,yes,no,,uncertain,uncertain,Mobile money,yes,NO,last month,SERVICE CASE AND BATTERY ISSUES
12/14/2017,C9213CC02730,Second Transh,5715.625,453.125,1212.5,4050,Home System,890,972000,18,0,,,,,,,,,,,,,,,,,,,
12/28/2017,A9214E402822,Second Transh,9481.25,759.375,1896.875,6825,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/2/2017,B9215C403018,Second Transh,9075,728.125,1821.875,6525,Home System,846,1918000,22,0,,,,,,,,,,,,,,,,,,,
1/3/2018,C9216C403017,Second Transh,5715.625,453.125,1212.5,4050,Home System,565,640000,12,0,,,,,,,,,,,,,,,,,,,
2/26/2018,A9217HB02514,Second Transh,6015.625,475,1265.625,4275,Home System,841,969000,17,0,,,,,,,,,,,,,,,,,,,
11/24/2017,B9218CC02731,Second Transh,8990.625,725,1815.625,6450,Home System,519,1106000,13,0,,,,,,,,,,,,,,,,,,,
12/8/2017,C9219K302795,Second Transh,14281.25,1156.25,2775,10350,Home System,1029,2636000,19,0,,,,,,,,,,,,,,,,,,,
3/31/2018,A9220K302796,Second Transh,5715.625,453.125,1212.5,4050,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/6/2017,B9221K302797,Second Transh,5081.25,465.625,1240.625,3375,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/29/2018,C9222HA03157,Second Transh,6315.625,500,1315.625,4500,Home System,358,100000,2,0,B9,100000,387,100000,MJK,yes,yes,yes,yes,yes,yes,,na,,,,no,,SERVICE CASE AND BATTERY ISSUES
1/29/2018,A9223HA03157,Second Transh,6315.625,500,1315.625,4500,Home System,358,100000,2,0,B9,100000,387,100000,MJK,yes,yes,yes,yes,yes,yes,,na,,,,no,,SERVICE CASE AND BATTERY ISSUES
2/8/2018,B9224FD00975,Second Transh,9084.375,731.25,1828.125,6525,Home System,465,0,1,0,,,,,,,,,,,,,,,,,,,
12/27/2017,C9225D503133,Second Transh,13671.875,1106.25,2665.625,9900,Home System,571,2176000,16,0,B36,2160000,,2176000,MMM,yes,yes,yes,,,,,,,,,,,CLIENT CLAIMS TO HAVE CLEARED
12/20/2017,A9226B302982,Second Transh,13662.5,1103.125,2659.375,9900,Home System,556,2468000,19,0,B1,2468000,585,2468000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/20/2017,B9227B302982,Second Transh,13662.5,1103.125,2659.375,9900,Home System,556,2468000,19,0,B1,2468000,585,2468000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/20/2017,C9228B302982,Second Transh,13662.5,1103.125,2659.375,9900,Home System,556,2468000,19,0,B1,2468000,585,2468000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/8/2017,A9229F802924,Second Transh,11468.75,1075,2593.75,7800,Home System,0,0,0,25,,,,,,,,,,,,,,,,,,,
12/27/2017,B9230E103117,Second Transh,5509.375,506.25,1328.125,3675,Home System,876,0,1,0,,,,,,,,,,,,,,,,,,,
11/24/2017,C9231E502805,Second Transh,13187.5,7812.5,3125,2250,Home System,912,0,1,0,,,,,,,,,,,,,,,,,,,
12/20/2017,A9232G802835,Second Transh,10512.5,846.875,2090.625,7575,Home System,1162,2283000,22,0,,,,,,,,,,,,,,,,,,,
11/23/2017,B9233C403020,Second Transh,13362.5,1081.25,2606.25,9675,Home System,579,2306000,18,0,B6,2306000,610,2306000,MJK,no,yes,yes,yes,YES,no,,5/12/2019 0:00,100000,BANK,YES,YES,ONE MONT AGO,SERVICE CASE AND BATTERY ISSUES
11/23/2017,C9234C403020,Second Transh,13362.5,1081.25,2606.25,9675,Home System,579,2306000,18,0,B6,2306000,610,2306000,MJK,no,yes,yes,yes,YES,no,,5/12/2019 0:00,100000,BANK,YES,YES,ONE MONT AGO,SERVICE CASE AND BATTERY ISSUES
11/23/2017,A9235C403020,Second Transh,13362.5,1081.25,2606.25,9675,Home System,579,2306000,18,0,B6,2306000,610,2306000,MJK,no,yes,yes,yes,YES,no,,5/12/2019 0:00,100000,BANK,YES,YES,ONE MONT AGO,SERVICE CASE AND BATTERY ISSUES
12/15/2017,B9236D503134,Second Transh,6015.625,475,1265.625,4275,Home System,554,1008500,18,0,,,,,,,,,,,,,,,,,,,
11/9/2017,C9237CB02808,Second Transh,5190.625,475,1265.625,3450,Home System,923,0,1,0,,,,,,,,,,,,,,,,,,,
12/15/2017,A9238D503075,Second Transh,13459.375,1087.5,2621.875,9750,Home System,626,2480000,19,0,,,,,,,,,,,,,,,,,,,
12/18/2017,B9239AB02599,Second Transh,18162.5,1475,3487.5,13200,Home System,374,172000,1,0,,,,,,,,,,,,,,,,,,,
11/17/2017,C9240DF01691,Second Transh,10503.125,843.75,2084.375,7575,Home System,608,1986000,20,0,,,,,,,,,,,,,,,,,,,
12/29/2017,A9241F102987,Second Transh,15900,2500,3125,10275,Home System,522,0,1,0,,,,,,,,,,,,,,,,,,,
1/29/2018,B9242K302802,Second Transh,10496.875,3653.125,2643.75,4200,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/15/2017,C9243K700513,Second Transh,21434.375,1746.875,4087.5,15600,Home System,375,0,1,0,,,,,,,,,,,,,,,,,,,
1/5/2018,A9244B502726,Second Transh,6315.625,500,1315.625,4500,Home System,787,654300,11,0,,,,,,,,,,,,,,,,,,,
2/19/2018,B9245L602538,Second Transh,10221.875,956.25,2328.125,6937.5,Home System,553,1345000,7,0,,,,,,,,,,,,,,,,,,,
12/18/2017,C9246E102749,Second Transh,13678.125,1109.375,2668.75,9900,Home System,586,2551500,19,23,,,,,,,,,,,,,,,,,,,
11/24/2017,A9247FD00977,Second Transh,13068.75,1059.375,2559.375,9450,Home System,458,1810000,14,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B9248CB02809,Second Transh,12846.875,1037.5,2509.375,9300,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/29/2017,C9249H603295,Second Transh,24906.25,2031.25,4725,18150,Home System,266,959000,4,0,B14,824000,295,959000,MJK,,,,,,,,,,,,,,NOT CONTACTED AT ALL 
12/1/2017,A9250E103120,Second Transh,9193.75,740.625,1853.125,6600,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/2/2018,B9251K302804,Second Transh,13459.375,1087.5,2621.875,9750,Home System,592,2580000,20,17,,,,,,,,,,,,,,,,,,,
12/18/2017,C9252H603299,Second Transh,9481.25,759.375,1896.875,6825,Home System,1249,2106000,23,0,B14,2141000,1278,2106000,MJK,no,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
1/30/2018,A9253HA03161,Second Transh,13918.75,1562.5,2756.25,9600,Home System,656,1232000,10,0,B9,1232000,685,1232000,MJK,yes,yes,yes,no,,CLEARED,,,,,,,,CLAIMS TO HAVE COMPLETED PAYMNT
12/22/2017,B9254E402825,Second Transh,14481.25,1171.875,2809.375,10500,Home System,545,2296000,16,0,,,,,,,,,,,,,,,,,,,
3/2/2018,C9255K102691,Second Transh,16881.25,1381.25,3125,12375,Home System,411,1710000,11,0,,,,,,,,,,,,,,,,,,,
6/27/2018,A9256D503136,Second Transh,13671.875,1106.25,2665.625,9900,Home System,883,3031000,23,0,,,,,,,,,,,,,,,,,,,
12/21/2017,B9257L900256,Second Transh,4965.625,453.125,1212.5,3300,Home System,904,2000,1,0,,,,,,,,,,,,,,,,,,,
12/5/2017,C9258G902723,Second Transh,5715.625,453.125,1212.5,4050,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/19/2018,A9259DF01663,Second Transh,6528.125,518.75,1359.375,4650,Home System,874,1388000,22,0,,,,,,,,,,,,,,,,,,,
4/23/2018,B9260K203292,Second Transh,6868.75,2365.625,1784.375,2718.75,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/27/2017,C9261G802836,Second Transh,11268.75,3125,2668.75,5475,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/22/2018,A9262K302806,Second Transh,15400,1246.875,2978.125,11175,Home System,578,2828000,19,0,B24,3126000,,2977000,MMM,yes,yes,yes,yes,YES,yes,NO,Couldnt rememeber,Couldnt rememeber,BANK,YES,YES,Last week.,SERVICECASES BATTERIES WARRANTY
12/13/2017,B9263HA03145,Second Transh,14178.125,1146.875,2756.25,10275,Home System,581,1644000,12,0,B9,1644000,610,1644000,MJK,no,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/21/2017,C9264AB02600,Second Transh,12753.125,1031.25,2496.875,9225,Home System,479,1017000,8,0,,,,,,,,,,,,,,,,,,,
11/29/2017,A9265E402823,Second Transh,4537.5,412.5,1125,3000,Home System,826,542000,9,0,,,,,,,,,,,,,,,,,,,
12/4/2017,B9266H60115,Second Transh,4896.875,384.375,1062.5,3450,Home System,577,229000,5,0,,,,,,,,,,,,,,,,,,,
2/9/2018,C9267FD00988,Second Transh,13362.5,1081.25,2606.25,9675,Home System,556,2451000,19,22,,,,,,,,,,,,,,,,,,,
12/4/2017,A9268G303648,Second Transh,7865.625,781.25,1834.375,5250,Home System,564,680000,5,0,B7,580000,593,580000,MJK,yes,yes,yes,yes,YES,yes,200000,31/5/2021,100000,mobile,YES,NO,one month ago,CLIENT WILLING PAY OR LOCKDWN  
12/4/2017,B9269G303648,Second Transh,7865.625,781.25,1834.375,5250,Home System,564,680000,5,0,B7,580000,593,580000,MJK,yes,yes,yes,yes,YES,yes,200000,31/5/2021,100000,mobile,YES,NO,one month ago,CLIENT WILLING PAY OR LOCKDWN  
12/7/2017,C9270E402835,Second Transh,11196.875,1046.875,2537.5,7612.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/18/2017,A9271K503069,Second Transh,5200,409.375,1115.625,3675,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/13/2017,B9272E502809,Second Transh,5909.375,465.625,1243.75,4200,Home System,464,504000,9,0,,,,,,,,,,,,,,,,,,,
12/18/2017,C9273C102724,Second Transh,28178.125,2303.125,5325,20550,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/21/2017,A9274F102891,Second Transh,17384.375,1434.375,3125,12825,Home System,503,2414000,14,0,B25,2414000,,2414000,MMM,yes,,,,,,,,,,,,,CLAIMS SYSTEM WAS REPOSSESED
1/4/2018,B9275L103190,Second Transh,6015.625,475,1265.625,4275,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/31/2018,C9276DF01674,Second Transh,6528.125,518.75,1359.375,4650,Home System,168,363000,6,14,,,,,,,,,,,,,,,,,,,
12/18/2017,A9277A102873,Second Transh,14014.0625,1562.5,2778.125,9673.4375,Home System,564,807500,7,0,,,,,,,,,,,,,,,,,,,
11/23/2017,B9278E202620,Second Transh,10728.125,868.75,2134.375,7725,Home System,606,1854000,18,0,B21,1854000,,1854000,MMM,yes,yes,yes,yes,YES,yes,,2019,unknown,MOBILE MONEY,YES,NO,unknown,SERVICECASES BATTERIES WARRANTY
2/26/2018,C9279FD00997,Second Transh,10196.875,818.75,2028.125,7350,Home System,938,2352000,24,0,,,,,,,,,,,,,,,,,,,
11/28/2017,A9280L800798,Second Transh,9990.625,937.5,2003.125,7050,Home System,540,477000,5,0,,,,,,,,,,,,,,,,,,,
1/5/2018,B9281K700548,Second Transh,6528.125,518.75,1359.375,4650,Home System,575,992000,16,0,,,,,,,,,,,,,,,,,,,
12/4/2017,C9282A502458,Second Transh,19287.5,1568.75,3693.75,14025,Home System,652,3754000,20,16,B2,4128000,681,789082647,,,,,,,,,,,,,,,NOT CONTACTED AT ALL 
11/22/2017,A9283E202621,Second Transh,16218.75,1318.75,3125,11775,Home System,484,2379000,15,2,,,,,,,,,,,,,,,,,,,
11/21/2017,B9284AB02587,Second Transh,10196.875,818.75,2028.125,7350,Home System,454,3795999,12,0,,,,,,,,,,,,,,,,,,,
1/4/2018,C9285FD01003,Second Transh,5715.625,453.125,1212.5,4050,Home System,682,388000,7,0,B23,239500,,388000,MMM,yes,yes,yes,no,NO,no,,2018,BALANCE,CASH TO STAFF,NO,YES,2020,CLIENT CLAIMS TO HAVE CLEARED
1/2/2018,A9286DC03006,Second Transh,9084.375,731.25,1828.125,6525,Home System,457,348000,4,0,,,,,,,,,,,,,,,,,,,
11/23/2017,B9287FD01004,Second Transh,9075,728.125,1821.875,6525,Home System,601,1724000,20,7,,,,,,,,,,,,,,,,,,,
11/23/2017,C9288FD01005,Second Transh,6528.125,518.75,1359.375,4650,Home System,540,1090000,18,0,,,,,,,,,,,,,,,,,,,
12/15/2017,A9289D503145,Second Transh,6015.625,475,1265.625,4275,Home System,524,0,1,0,,,,,,,,,,,,,,,,,,,
12/28/2017,B9290H603296,Second Transh,13662.5,1103.125,2659.375,9900,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C9291HC00012,Second Transh,13356.25,1078.125,2603.125,9675,Home System,927,2713700,21,0,,,,,,,,,,,,,,,,,,,
11/28/2017,A9292A303203,Second Transh,10415.625,2406.25,2459.375,5550,Home System,595,400000,3,0,,,,,,,,,,,,,,,,,,,
12/20/2017,B9293HB02518,Second Transh,6725,534.375,1390.625,4800,Home System,589,596000,9,0,,,,,,,,,,,,,,,,,,,
12/28/2017,C9294B502480,Second Transh,3218.75,450,856.25,1912.5,Home System,1037,278500,6,0,B1,"160,500",,,MJK,yes,yes,yes,no,NO,yes,,,,Bank,Yes,YES,,FRAUD OR AUDIT ISSUES 
11/27/2017,A9295E502811,Second Transh,15912.5,1290.625,3071.875,11550,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/29/2017,B9296L700308,Second Transh,5721.875,525,1371.875,3825,Home System,994,512000,5,0,,,,,,,,,,,,,,,,,,,
12/2/2017,C9297CB02812,Second Transh,11637.5,940.625,2296.875,8400,Home System,601,1904000,17,0,,,,,,,,,,,,,,,,,,,
12/11/2017,A9298B502730,Second Transh,7303.125,678.125,1712.5,4912.5,Home System,473,2368000,16,13,,,,,,,,,,,,,,,,,,,
1/31/2018,B9299L800803,Second Transh,9084.375,731.25,1828.125,6525,Home System,657,731000,9,0,B28,731000,,731000,MMM,yes,yes,yes,yes,YES,no,,2019,100000,MOBILE MONEY,YES,YES,3/1/2021 0:00,SERVICECASES BATTERIES WARRANTY
1/2/2018,C9300K503054,Second Transh,5153.125,625,1265.625,3262.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/15/2017,A9301E202589,Second Transh,2228.125,859.375,693.75,675,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/19/2017,B9302L900265,Second Transh,5190.625,475,1265.625,3450,Home System,872,4000,1,0,,,,,,,,,,,,,,,,,,,
12/15/2017,C9303E202623,Second Transh,8153.125,856.25,1671.875,5625,Home System,1232,1800000,24,0,,,,,,,,,,,,,,,,,,,
12/1/2017,A9304DF01697,Second Transh,6528.125,518.75,1359.375,4650,Home System,1174,1240000,20,0,B18,1240000,,1240000,MMM,yes,yes,yes,yes,YES,no,,"taken time, it is now Ayr",100000,CASH TO STAFF,YES,NO,1 months behind,SERVICECASES BATTERIES WARRANTY
1/30/2018,B9305HA03166,Second Transh,5665.625,518.75,1359.375,3787.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/20/2017,C9306G802839,Second Transh,7146.875,571.875,1475,5100,Home System,551,1216000,18,0,B5,1216000,580,1216000,MJK,yes,yes,yes,yes,yes,no,uncertain,uncertain,,Mobile money,yes,yes,last month,CLIENT WILLING PAY OR LOCKDWN  
12/20/2017,A9307G802839,Second Transh,7146.875,571.875,1475,5100,Home System,551,1216000,18,0,B5,1216000,580,1216000,MJK,yes,yes,yes,yes,yes,no,uncertain,uncertain,,Mobile money,yes,yes,last month,CLIENT WILLING PAY OR LOCKDWN  
1/31/2018,B9308HA03167,Second Transh,9287.5,1562.5,2175,5550,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
11/23/2017,C9309AA03665,Second Transh,9590.625,771.875,1918.75,6900,Home System,511,496000,6,0,B3,457000,540,496000,MJK,yes,yes,yes,yes,YES,yes,not this month,,,,YES,NO,last week,CLIENT WILLING PAY OR LOCKDWN  
2/14/2018,A9310HA03168,Second Transh,6015.625,475,1265.625,4275,Home System,612,655000,12,0,B9,655000,641,655000,MJK,yes,yes,yes,yes,yes,no,,last year,,BANK,yes,no,LAST MONTH,CLIENT WILLING PAY OR LOCKDWN  
2/14/2018,B9311HA03168,Second Transh,6015.625,475,1265.625,4275,Home System,612,655000,12,0,B9,655000,641,655000,MJK,yes,yes,yes,yes,yes,no,,last year,,BANK,yes,no,LAST MONTH,CLIENT WILLING PAY OR LOCKDWN  
12/12/2017,C9312K203303,Second Transh,17340.625,1406.25,3334.375,12600,Home System,526,2556000,15,0,,,,,,,,,,,,,,,,,,,
11/24/2017,A9313A303204,Second Transh,10406.25,837.5,2068.75,7500,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/7/2017,B9314C403025,Second Transh,6434.375,512.5,1346.875,4575,Home System,622,1220000,20,0,,,,,,,,,,,,,,,,,,,
1/5/2018,C9315AA03664,Second Transh,13362.5,1081.25,2606.25,9675,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/22/2018,A9316DF01699,Second Transh,14178.125,1146.875,2756.25,10275,Home System,633,2629000,19,0,,,,,,,,,,,,,,,,,,,
12/19/2017,B9317L900266,Second Transh,11309.375,1059.375,2562.5,7687.5,Home System,736,205000,1,0,,,,,,,,,,,,,,,,,,,
12/4/2017,C9318G303651,Second Transh,12250,990.625,2409.375,8850,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/7/2017,A9319AA03666,Second Transh,16796.875,1371.875,3125,12300,Home System,620,2132000,13,0,B3,2132000,649,2132000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/30/2017,B9320K202832,Second Transh,19209.375,7496.875,3125,8587.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/4/2018,C9321H202850,Second Transh,18050,1500,3125,13425,Home System,675,946000,6,0,B4,946000,704,946000,MJK,no,no,no,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/1/2017,A9322C102773,Second Transh,15409.375,1250,2984.375,11175,Home System,571,1884000,13,0,B11,4931000,600,1884000,,,,,,4931000,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
11/27/2017,B9323E502223,Second Transh,5500,431.25,1168.75,3900,Home System,763,780000,15,0,,,,,,,,,,,,,,,,,,,
2/2/2018,C9324K302891,Second Transh,12228.125,1146.875,2756.25,8325,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
8/8/2018,A9325C403027,Second Transh,5715.625,453.125,1212.5,4050,Home System,555,976000,18,23,,,,,,,,,,,,,,,,,,,
12/18/2017,B9326F802930,Second Transh,6315.625,500,1315.625,4500,Home System,437,0,1,0,,,,,,,,,,,,,,,,,,,
4/16/2018,C9327C403028,Second Transh,13071.875,1059.375,2562.5,9450,Home System,482,1410000,11,0,,,,,,,,,,,,,,,,,,,
6/20/2018,A9328H703220,Second Transh,4965.625,453.125,1212.5,3300,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
3/20/2018,B9329K503073,Second Transh,5715.625,453.125,1212.5,4050,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/16/2017,C9330CB02813,Second Transh,15425,1453.125,3434.375,10537.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
5/14/2018,A9331C403030,Second Transh,5715.625,453.125,1212.5,4050,Home System,412,140000,3,0,,,,,,,,,,,,,,,,,,,
12/12/2017,B9332A102887,Second Transh,6528.125,518.75,1359.375,4650,Home System,529,0,1,0,,,,,,,,,,,,,,,,,,,
12/19/2017,C9333L900267,Second Transh,5190.625,475,1265.625,3450,Home System,832,68000,1,0,,,,,,,,,,,,,,,,,,,
11/23/2017,A9334B60198,Second Transh,6265.625,662.5,1328.125,4275,Home System,638,365000,7,0,B1,365000,,,MJK,yes,yes,yes,no,NO,no,,,,,,,,FRAUD OR AUDIT ISSUES 
1/4/2018,B9335FB03030,Second Transh,9050,771.875,1828.125,6450,Home System,452,6000,1,0,,,,,,,,,,,,,,,,,,,
12/12/2017,C9336DF01704,Second Transh,6528.125,518.75,1359.375,4650,Home System,495,106000,2,0,,,,,,,,,,,,,,,,,,,
1/29/2018,A9337DF01706,Second Transh,16228.125,1318.75,3134.375,11775,Home System,564,2774000,18,14,,,,,,,,,,,,,,,,,,,
12/11/2017,B9338L503849,Second Transh,11750,1103.125,2659.375,7987.5,Home System,827,213000,1,0,,,,,,,,,,,,,,,,,,,
12/12/2017,C9339L503850,Second Transh,5500,431.25,1168.75,3900,Home System,557,988000,19,21,,,,,,,,,,,,,,,,,,,
12/19/2017,A9340L900268,Second Transh,4965.625,453.125,1212.5,3300,Home System,1047,791000,9,0,B30,791000,,791000,MMM,yes,yes,yes,yes,YES,no,,28/03/2018,80000,MOBILE MONEY,YES,NO,1/7/2021 0:00,SERVICECASES BATTERIES WARRANTY
