InvoiceDate,ClNumber,Portfolio,Total,Downpayment,Subsidy,InitialCreditAmount,ProductMix,Days Overdue as of 01.08,OverdueInstallmentsAmount,OverdueInstallments,DaysTillNextPayment,Branch,Balanceas of 01.08,Days Overdue as of 01.05,Overdue Amount,Manager,Contact updated,Current address updated,System located at indicated address,Client knows he has a debt,Client knows the amount of a debt,Client willing and capable to pay,Amount a client can pay this month,Last payment date,Last payment amount,Last payment method,Client knows the options of paying,The system is working,Date of the last contact by staff,Category
1/2/2018,B10502L503968,Second Transh,12365.625,1562.5,2478.125,8325,Home System,572,2074000,19,0,,,,,,,,,,,,,,,,,,,
1/30/2018,C10503C102836,Second Transh,10215.625,825,2040.625,7350,Home System,396,97000,1,0,B11,97000,425,97000,,,,,,97000,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
12/21/2017,A10504G802892,Second Transh,13071.875,1059.375,2562.5,9450,Home System,726,2798000,22,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B10505DF01842,Second Transh,14178.125,1146.875,2756.25,10275,Home System,351,274000,2,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C10506H203050,Second Transh,5453.125,500,1315.625,3637.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/23/2018,A10507K503261,Second Transh,5715.625,453.125,1212.5,4050,Home System,788,785000,15,0,,,,,,,,,,,,,,,,,,,
5/22/2018,B10508C403106,Second Transh,13362.5,1081.25,2606.25,9675,Home System,450,803000,6,0,,,,,,,,,,,,,,,,,,,
1/31/2018,C10509K203469,Second Transh,6315.625,500,1315.625,4500,Home System,450,190000,3,0,,,,,,,,,,,,,,,,,,,
1/11/2018,A10510HB02600,Second Transh,8871.875,1250,2071.875,5550,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/29/2018,B10511H203052,Second Transh,8868.75,709.375,1784.375,6375,Home System,359,143000,2,0,B4,123000,388,143000,MJK,yes,yes,,yes,,no,,JAN,,BANK,YES,YES,LAST MONTH,SERVICE CASE AND BATTERY ISSUES
12/11/2017,C10512A303516,Second Transh,12546.875,1012.5,2459.375,9075,Home System,524,1420000,12,0,,,,,,,,,,,,,,,,,,,
2/21/2018,A10513A303517,Second Transh,14178.125,1146.875,2756.25,10275,Home System,554,2464000,18,0,,,,,,,,,,,,,,,,,,,
1/5/2018,B10514HA03308,Second Transh,9384.375,753.125,1881.25,6750,Home System,390,400000,5,0,B9,400000,419,400000,MJK,yes,yes,yes,yes,YES,yes,NO MONEY,NOTSURE,100000,BANK,YES,YES,Amonth ago,CLIENT WILLING PAY OR LOCKDWN  
1/2/2018,C10515F803052,Second Transh,5190.625,475,1265.625,3450,Home System,906,256500,3,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A10516B303196,Second Transh,13628.125,1756.25,2721.875,9150,Home System,636,2111000,17,0,B1,2111000,665,2111000,MJK,yes,yes,yes,no,,,,,,,,,,CLIENT DIED 
12/28/2017,B10517A303519,Second Transh,6725,534.375,1390.625,4800,Home System,601,1146000,18,0,,,,,,,,,,,,,,,,,,,
1/31/2018,C10518A303160,Second Transh,6315.625,500,1315.625,4500,Home System,594,960000,16,0,,,,,,,,,,,,,,,,,,,
2/13/2018,A10519A303523,Second Transh,13662.5,1103.125,2659.375,9900,Home System,581,977000,8,0,,,,,,,,,,,,,,,,,,,
1/30/2018,B10520E202732,Second Transh,21140.625,1725,4040.625,15375,Home System,472,3260000,16,14,B21,3465000,,3465000,MMM,yes,no,no,yes,NO,no,not working,not sure,not sure,MOBILE MONEY,YES,NO,not sure,SERVICECASES BATTERIES WARRANTY
2/13/2018,C10521A303524,Second Transh,8571.875,687.5,1734.375,6150,Home System,458,137000,2,0,B2,136000,487,137000,MJK,no,,,,,,,,,,,,,CLAIMS TO HAVE COMPLETED PAYMNT
1/2/2018,A10522E202733,Second Transh,12765.625,1034.375,2506.25,9225,Home System,688,1052000,9,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B10523E202736,Second Transh,33699.6875,2968.75,6353.125,24377.8125,Home System,512,4050900,13,0,,,,,,,,,,,,,,,,,,,
2/5/2018,C10524A303529,Second Transh,5665.625,518.75,1359.375,3787.5,Home System,831,353000,4,0,B2,353000,860,353000,MJK,yes,yes,yes,yes,NO,no,,26/07/2020,150000,Bank,YES,YES,2 months,CLIENT WILLING PAY OR LOCKDWN  
1/4/2018,A10525L700373,Second Transh,4965.625,453.125,1212.5,3300,Home System,806,0,1,0,,,,,,,,,,,,,,,,,,,
1/2/2018,B10526H202856,Second Transh,12150,984.375,2390.625,8775,Home System,479,0,1,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C10527L503976,Second Transh,12868.75,1043.75,2525,9300,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A10528L503977,Second Transh,5453.125,500,1315.625,3637.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/22/2017,B10529AA03761,Second Transh,5109.375,843.75,1265.625,3000,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/19/2018,C10530L402666,Second Transh,25790.625,2340.625,3125,20325,Home System,473,666000,3,0,,,,,,,,,,,,,,,,,,,
12/21/2017,A10531G303790,Second Transh,13071.875,1059.375,2562.5,9450,Home System,574,2194000,17,0,B7,2194000,603,2194000,MJK,yes,yes,yes,yes,YES,no,,cant remember,,BANK,YES,NO,last year,SERVICE CASE AND BATTERY ISSUES
12/21/2017,B10532G303790,Second Transh,13071.875,1059.375,2562.5,9450,Home System,574,2194000,17,0,B7,2194000,603,2194000,MJK,yes,yes,yes,yes,YES,no,,cant remember,,BANK,YES,NO,last year,SERVICE CASE AND BATTERY ISSUES
12/21/2017,C10533G303790,Second Transh,13071.875,1059.375,2562.5,9450,Home System,574,2194000,17,0,B7,2194000,603,2194000,MJK,yes,yes,yes,yes,YES,no,,cant remember,,BANK,YES,NO,last year,SERVICE CASE AND BATTERY ISSUES
12/21/2017,A10534G303790,Second Transh,13071.875,1059.375,2562.5,9450,Home System,574,2194000,17,0,B7,2194000,603,2194000,MJK,yes,yes,yes,yes,YES,no,,cant remember,,BANK,YES,NO,last year,SERVICE CASE AND BATTERY ISSUES
12/21/2017,B10535G303790,Second Transh,13071.875,1059.375,2562.5,9450,Home System,574,2194000,17,0,B7,2194000,603,2194000,MJK,yes,yes,yes,yes,YES,no,,cant remember,,BANK,YES,NO,last year,SERVICE CASE AND BATTERY ISSUES
2/12/2018,C10536DF01844,Second Transh,6528.125,518.75,1359.375,4650,Home System,1133,1426000,23,0,B18,1426000,1162,1426000,MMM,yes,yes,yes,,,,,,,,,,,CLIENT NOT COOPERATIVE 
2/21/2018,A10537HA03309,Second Transh,14140.625,1184.375,2756.25,10200,Home System,587,1456000,11,0,B9,1456000,616,1456000,MJK,no,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
2/21/2018,B10538HA03309,Second Transh,14140.625,1184.375,2756.25,10200,Home System,587,1456000,11,0,B9,1456000,616,1456000,MJK,no,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
1/29/2018,C10539E502887,Second Transh,4665.625,1581.25,1265.625,1818.75,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/30/2018,A10540K303150,Second Transh,4965.625,453.125,1212.5,3300,Home System,722,128000,2,0,,,,,,,,,,,,,,,,,,,
2/22/2018,B10541K503265,Second Transh,5190.625,475,1265.625,3450,Home System,891,416000,5,0,B19,416000,,416000,MMM,yes,yes,yes,yes,YES,no,,3/1/2020 0:00,42000,MOBILE MONEY,YES,NO,4 days back,SERVICECASES BATTERIES WARRANTY
2/21/2018,C10542HC00028,Second Transh,6315.625,500,1315.625,4500,Home System,547,480000,8,0,,,,,,,,,,,,,,,,,,,
1/24/2018,A10543HA03311,Second Transh,14178.125,1146.875,2756.25,10275,Home System,482,476000,4,0,B9,394000,511,476000,MJK,yes,yes,yes,yes,,no,,,,,,yes,,CLIENT WILLING PAY OR LOCKDWN  
1/2/2018,B10544L700352,Second Transh,14015.625,1318.75,3134.375,9562.5,Home System,834,92000,1,0,,,,,,,,,,,,,,,,,,,
1/3/2018,C10545C403107,Second Transh,13362.5,1081.25,2606.25,9675,Home System,565,1718000,13,0,,,,,,,,,,,,,,,,,,,
2/26/2018,A10546HA03353,Second Transh,6528.125,518.75,1359.375,4650,Home System,591,741000,12,0,B9,741000,620,741000,MJK,yes,yes,yes,no,NO,no,,,,,,NO,NOT SURE,SERVICE CASE AND BATTERY ISSUES
2/26/2018,B10547HA03353,Second Transh,6528.125,518.75,1359.375,4650,Home System,591,741000,12,0,B9,741000,620,741000,MJK,yes,yes,yes,no,NO,no,,,,,,NO,NOT SURE,SERVICE CASE AND BATTERY ISSUES
1/2/2018,C10548L503978,Second Transh,5665.625,518.75,1359.375,3787.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/28/2017,A10549AB02637,Second Transh,12156.25,984.375,2396.875,8775,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/18/2017,B10550CC02807,Second Transh,5715.625,453.125,1212.5,4050,Home System,641,756000,14,0,,,,,,,,,,,,,,,,,,,
12/21/2017,C10551F103060,Second Transh,16781.25,1875,3281.25,11625,Home System,552,775000,5,0,B25,775000,,775000,MMM,yes,yes,yes,yes,YES,no,,donot recall,donot call,BANK,YES,NO,donot recall,SERVICECASES BATTERIES WARRANTY
2/27/2018,A10552L402567,Second Transh,13362.5,1081.25,2606.25,9675,Home System,565,1917000,15,0,,,,,,,,,,,,,,,,,,,
4/23/2018,B10553HA02930,Second Transh,14178.125,1146.875,2756.25,10275,Home System,545,1646000,12,0,B9,1646000,574,1646000,MJK,yes,yes,,,,,,,,,,no,,SERVICE CASE AND BATTERY ISSUES
4/23/2018,C10554HA02930,Second Transh,14178.125,1146.875,2756.25,10275,Home System,545,1646000,12,0,B9,1646000,574,1646000,MJK,yes,yes,,,,,,,,,,no,,SERVICE CASE AND BATTERY ISSUES
1/9/2018,A10555B303217,Second Transh,5190.625,475,1265.625,3450,Home System,1046,904000,11,0,,,,,,,,,,,,,,,,,,,
12/20/2017,B10556L402645,Second Transh,5287.5,412.5,1125,3750,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/29/2017,C10557DF01852,Second Transh,9993.75,803.125,1990.625,7200,Home System,560,1824000,19,18,,,,,,,,,,,,,,,,,,,
12/22/2017,A10558DC03096,Second Transh,14418.75,1187.5,2806.25,10425,Home System,269,-4000,0,44,,,,,,,,,,,,,,,,,,,
1/3/2018,B10559D503308,Second Transh,13100,6875,3125,3100,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C10560K203474,Second Transh,6315.625,500,1315.625,4500,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
3/21/2018,A10561K600479,Second Transh,11725,943.75,2306.25,8475,Home System,574,1778000,16,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B10562D503309,Second Transh,6315.625,500,1315.625,4500,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/3/2018,C10563DC03131,Second Transh,5715.625,453.125,1212.5,4050,Home System,757,540000,10,0,,,,,,,,,,,,,,,,,,,
2/19/2018,A10564L700381,Second Transh,17756.25,1443.75,3412.5,12900,Home System,393,1254000,8,0,,,,,,,,,,,,,,,,,,,
12/21/2017,B10565FC03663,Second Transh,11496.875,1312.5,2309.375,7875,Home System,515,0,1,0,,,,,,,,,,,,,,,,,,,
2/21/2018,C10566HA03372,Second Transh,14178.125,1146.875,2756.25,10275,Home System,464,0,1,0,,,,,,,,,,,,,,,,,,,
1/29/2018,A10567HA03347,Second Transh,6015.625,475,1265.625,4275,Home System,510,322000,6,0,B9,322000,539,322000,MJK,yes,yes,yes,no,no,no,,,,,,,,FRAUD OR AUDIT ISSUES 
12/22/2017,B10568E202754,Second Transh,14178.125,1146.875,2756.25,10275,Home System,299,1002000,8,0,,,,,,,,,,,,,,,,,,,
1/8/2018,C10569K102798,Second Transh,17509.375,1484.375,3125,12900,Home System,436,338000,2,0,B20,338000,,338000,MMM,yes,,,,,,,,,,,,,CLIENT CLAIMS TO HAVE CLEARED
2/8/2018,A10570HA03367,Second Transh,15556.25,1562.5,3043.75,10950,Home System,313,0,1,0,,,,,,,,,,,,,,,,,,,
1/3/2018,B10571C403109,Second Transh,13978.125,1131.25,2721.875,10125,Home System,291,0,1,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C10572H203013,Second Transh,13662.5,1103.125,2659.375,9900,Home System,571,1604000,12,0,B4,1604000,600,1604000,YES,yes,yes,yes,yes,YES,yes,100000,not sure,150000,MOBILE MONEY,,YES,,CLIENT WILLING PAY OR LOCKDWN  
12/28/2017,A10573A303550,Second Transh,6484.375,625,1359.375,4500,Home System,745,1340000,22,0,,,,,,,,,,,,,,,,,,,
2/13/2018,B10574L502983,Second Transh,6528.125,518.75,1359.375,4650,Home System,823,868000,14,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C10575K102799,Second Transh,5940.625,625,1265.625,4050,Home System,602,702000,13,0,,,,,,,,,,,,,,,,,,,
2/6/2018,A10576DF01853,Second Transh,14493.75,1175,2818.75,10500,Home System,632,1230000,9,0,B18,1230000,,1230000,MMM,yes,yes,yes,no,NO,no,,,,,,,,PAID PAYNOW OR CASH
12/27/2017,B10577B502844,Second Transh,14312.5,2187.5,3125,9000,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/30/2018,C10578DF01854,Second Transh,6528.125,518.75,1359.375,4650,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/30/2017,A10579DF01855,Second Transh,5500,431.25,1168.75,3900,Home System,507,84000,2,0,B18,84000,,84000,MMM,yes,yes,yes,no,NO,,,,,,,,,CLIENT CLAIMS TO HAVE CLEARED
1/31/2018,B10580B303219,Second Transh,26037.5,2128.125,4934.375,18975,Home System,443,0,1,0,,,,,,,,,,,,,,,,,,,
12/18/2017,C10581AA03764,Second Transh,25825,2109.375,4890.625,18825,Home System,397,0,1,0,,,,,,,,,,,,,,,,,,,
12/12/2017,A10582H703370,Second Transh,12637.5,3125,2687.5,6825,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/30/2017,B10583DF00333,Second Transh,13662.5,1103.125,2659.375,9900,Home System,555,2372000,18,0,,,,,,,,,,,,,,,,,,,
1/3/2018,C10584CC02811,Second Transh,6425,559.375,840.625,5025,Home System,596,1338000,20,0,,,,,,,,,,,,,,,,,,,
2/7/2018,A10585G802901,Second Transh,10906.25,962.5,1318.75,8625,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/19/2018,B10586G802902,Second Transh,7743.75,803.125,1128.125,5812.5,Home System,636,776000,5,0,B5,776000,665,776000,MJK,yes,yes,yes,yes,no,no,,uncertain,uncertain,mobile money,yes,NO,Early this month,SERVICE CASE AND BATTERY ISSUES
2/19/2018,C10587G802902,Second Transh,7743.75,803.125,1128.125,5812.5,Home System,636,776000,5,0,B5,776000,665,776000,MJK,yes,yes,yes,yes,no,no,,uncertain,uncertain,mobile money,yes,NO,Early this month,SERVICE CASE AND BATTERY ISSUES
12/28/2017,A10588HB02615,Second Transh,9881.25,871.875,1209.375,7800,Home System,603,1060000,10,0,B4,1060000,632,1060000,YES,yes,yes,yes,yes,YES,yes,20000,not sure,100000,MOBILE MONEY,,YES,,CLIENT WILLING PAY OR LOCKDWN  
2/28/2018,B10589C403115,Second Transh,18475,1650,2125,14700,Home System,533,3450000,18,15,B6,3646000,567,3646000,MJK,yes,yes,no,no,,,0,,,,,,,CLAIMS SYSTEM WAS REPOSSESED
2/28/2018,C10590C403115,Second Transh,18475,1650,2125,14700,Home System,533,3450000,18,15,B6,3646000,567,3646000,MJK,yes,yes,no,no,,,0,,,,,,,CLAIMS SYSTEM WAS REPOSSESED
1/30/2018,A10591G802182,Second Transh,14859.375,1556.25,2015.625,11287.5,Home System,625,903000,3,0,B5,903000,654,903000,MJK,yes,yes,yes,yes,no,,,uncertain,uncertain,Bank,yes,no,early this month,SERVICE CASE AND BATTERY ISSUES
1/30/2018,B10592G802182,Second Transh,14859.375,1556.25,2015.625,11287.5,Home System,625,903000,3,0,B5,903000,654,903000,MJK,yes,yes,yes,yes,no,,,uncertain,uncertain,Bank,yes,no,early this month,SERVICE CASE AND BATTERY ISSUES
1/5/2018,C10593FD01164,Second Transh,6415.625,640.625,0,5775,Home System,865,1622000,21,0,,,,,,,,,,,,,,,,,,,
12/15/2017,A10594CC02813,Second Transh,5303.125,543.75,821.875,3937.5,Home System,582,805000,8,0,,,,,,,,,,,,,,,,,,,
1/5/2018,B10595DC03134,Second Transh,9968.75,878.125,1215.625,7875,Home System,482,315000,3,0,,,,,,,,,,,,,,,,,,,
12/29/2017,C10596E402960,Second Transh,10343.75,912.5,1256.25,8175,Home System,424,0,1,0,,,,,,,,,,,,,,,,,,,
1/31/2018,A10597L102350,Second Transh,15940.625,1415.625,1850,12675,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/3/2018,B10598CC02816,Second Transh,11181.25,987.5,1343.75,8850,Home System,626,2466000,21,13,,,,,,,,,,,,,,,,,,,
1/2/2018,C10599L103305,Second Transh,6625,937.5,887.5,4800,Home System,633,1278000,20,0,B30,1278000,,1278000,MMM,yes,yes,yes,yes,NO,no,,12/11/2018 0:00,128000,BANK,YES,YES,1/7/2021 0:00,SERVICECASES BATTERIES WARRANTY
1/29/2018,A10600DF01863,Second Transh,6793.75,590.625,878.125,5325,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/3/2018,B10601DC03136,Second Transh,12962.5,1150,1537.5,10275,Home System,391,781000,6,0,,,,,,,,,,,,,,,,,,,
7/30/2018,C10602AA03768,Second Transh,4640.625,487.5,740.625,3412.5,Home System,657,0,1,0,,,,,,,,,,,,,,,,,,,
1/2/2018,A10603L402670,Second Transh,9428.125,1003.125,1337.5,7087.5,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/20/2017,B10604E50238,Second Transh,14781.25,1562.5,2006.25,11212.5,Home System,792,5000,0,0,,,,,,,,,,,,,,,,,,,
1/22/2018,C10605H202296,Second Transh,10537.5,931.25,1281.25,8325,Home System,640,864000,8,0,B4,864000,669,864000,MJK,yes,yes,yes,no,NO,no,client claims to have completed payments 2 yrs back,,,,,YES,,CLAIMS TO HAVE COMPLETED PAYMNT
12/29/2017,A10606E103296,Second Transh,13343.75,1187.5,1581.25,10575,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/29/2018,B10607F802998,Second Transh,5390.625,625,1315.625,3450,Home System,845,0,1,0,,,,,,,,,,,,,,,,,,,
12/28/2017,C10608HB02622,Second Transh,14175,1259.375,1665.625,11250,Home System,568,450000,3,0,B4,450000,597,450000,YES,yes,yes,yes,no,NO,no,,,,,,YES,,CLAIMS TO HAVE COMPLETED PAYMNT
7/26/2018,A10609AA03770,Second Transh,8481.25,750,1056.25,6675,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/3/2018,B10610DC03137,Second Transh,9968.75,878.125,1215.625,7875,Home System,451,851000,8,0,,,,,,,,,,,,,,,,,,,
12/22/2017,C10611E502890,Second Transh,16590.625,1471.875,1918.75,13200,Home System,486,2736000,16,0,,,,,,,,,,,,,,,,,,,
3/15/2018,A10612D502494,Second Transh,2237.5,859.375,487.5,890.625,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
1/3/2018,B10613HA03315,Second Transh,6315.625,500,1315.625,4500,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
6/29/2018,C10614FB03358,Second Transh,10037.5,937.5,1225,7875,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
2/19/2018,A10615L103306,Second Transh,11553.125,1018.75,1384.375,9150,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/22/2017,B10616DC03127,Second Transh,5956.25,515.625,790.625,4650,Home System,574,374000,6,0,,,,,,,,,,,,,,,,,,,
12/29/2017,C10617C403118,Second Transh,17259.375,3953.125,2131.25,11175,Home System,542,2293000,15,0,B6,2293000,576,2293000,MJK,yes,yes,no,yes,YES,yes,100000,18/12/2019,150000,BANK,YES,YES,ONE MONTH AGO,CLIENT WILLING PAY OR LOCKDWN  
12/29/2017,A10618C403118,Second Transh,17259.375,3953.125,2131.25,11175,Home System,542,2293000,15,0,B6,2293000,576,2293000,MJK,yes,yes,no,yes,YES,yes,100000,18/12/2019,150000,BANK,YES,YES,ONE MONTH AGO,CLIENT WILLING PAY OR LOCKDWN  
3/26/2018,B10619E202763,Second Transh,21453.125,1915.625,2437.5,17100,Home System,481,3576000,16,5,,,,,,,,,,,,,,,,,,,
1/3/2018,C10620DC03135,Second Transh,12959.375,1150,1534.375,10275,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
7/11/2018,A10621H603383,Second Transh,17734.375,1875,2059.375,13800,Home System,461,2678000,15,0,,,,,,,,,,,,,,,,,,,
1/2/2018,B10622DC03129,Second Transh,4684.375,1875,821.875,1987.5,Home System,125,363000,3,0,,,,,,,,,,,,,,,,,,,
1/30/2018,C10623DF01729,Second Transh,15859.375,1718.75,3115.625,11025,Home System,778,2999000,20,0,,,,,,,,,,,,,,,,,,,
9/14/2018,A10624H703385,Second Transh,19612.5,5312.5,2450,11850,Home System,276,458000,3,0,,,,,,,,,,,,,,,,,,,
8/10/2018,B10625H703386,Second Transh,9690.625,853.125,1187.5,7650,Home System,585,1860000,18,0,B4,1860000,614,1860000,MJK,,,,,,,,,,,,,,CLIENT NOT PICKING 
12/19/2017,C10626HB02630,Second Transh,6240.625,543.75,821.875,4875,Home System,639,1276500,20,0,B4,1039000,650,1054000,MJK,yes,yes,yes,yes,yes,no,,,not sure,mobile money,yes,,,SERVICE CASE AND BATTERY ISSUES
1/2/2018,A10627E502891,Second Transh,6187.5,565.625,821.875,4800,Home System,656,944000,15,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B10628DF01871,Second Transh,13806.25,1228.125,1628.125,10950,Home System,937,2966000,20,0,,,,,,,,,,,,,,,,,,,
6/25/2018,C10629G802911,Second Transh,14287.5,3125,1787.5,9375,Home System,542,1553000,13,0,,,,,,,,,,,,,,,,,,,
1/3/2018,A10630FD01152,Second Transh,13071.875,1059.375,2562.5,9450,Home System,745,2679000,22,0,B23,2679000,,2679000,MMM,yes,yes,yes,yes,NO,no,,2019,50000,MOBILE MONEY,YES,NO,IN MARCH,SERVICECASES BATTERIES WARRANTY
6/11/2018,B10631FD01166,Second Transh,5584.375,481.25,753.125,4350,Home System,491,510000,9,0,,,,,,,,,,,,,,,,,,,
2/9/2018,C10632L700301,Second Transh,17062.5,1518.75,1968.75,13575,Home System,1045,4142000,23,0,B28,4142000,,4142000,MMM,yes,yes,yes,yes,YES,no,,30/05/2018,190000,BANK,YES,YES,3/1/2021 0:00,VOLUNTARY REPOSSESSION
7/31/2018,A10633G802912,Second Transh,8859.375,781.25,1103.125,6975,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
6/22/2018,B10634DF01870,Second Transh,6793.75,590.625,878.125,5325,Home System,665,810000,12,0,,,,,,,,,,,,,,,,,,,
7/26/2018,C10635AA03777,Second Transh,12959.375,1150,1534.375,10275,Home System,592,2687000,20,14,,,,,,,,,,,,,,,,,,,
1/5/2018,A10636E202764,Second Transh,6240.625,543.75,821.875,4875,Home System,604,1094000,17,0,,,,,,,,,,,,,,,,,,,
12/21/2017,B10637HB02633,Second Transh,14181.25,1406.25,1675,11100,Home System,482,1444000,10,0,B4,1294000,480,1294000,MJK,yes,yes,yes,yes,YES,yes,148000,not sure,148000,MOBILE MONEY,,NO,jan,CLIENT WILLING PAY OR LOCKDWN  
1/31/2018,C10638E402963,Second Transh,8271.875,856.25,1190.625,6225,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
6/29/2018,A10639L402959,Second Transh,15528.125,1562.5,1815.625,12150,Home System,503,1870000,12,0,,,,,,,,,,,,,,,,,,,
2/14/2018,B10640K102814,Second Transh,15762.5,1403.125,1834.375,12525,Home System,582,2839000,17,0,,,,,,,,,,,,,,,,,,,
1/2/2018,C10641L504009,Second Transh,5928.125,606.25,896.875,4425,Home System,840,36000,1,0,B18,36000,,36000,MMM,yes,,,,,,,,,,,,,CLIENT CLAIMS TO HAVE CLEARED
1/2/2018,A10642K503279,Second Transh,10306.25,1096.875,1446.875,7762.5,Home System,609,1869000,9,0,,,,,,,,,,,,,,,,,,,
3/23/2018,B10643G802917,Second Transh,10906.25,962.5,1318.75,8625,Home System,648,2185000,19,0,B5,2185000,677,2185000,MJK,no,no,,,,,,,,,,,,WRONG NUMBER
2/5/2018,C10644L602658,Second Transh,10531.25,928.125,1278.125,8325,Home System,622,1776000,16,0,,,,,,,,,,,,,,,,,,,
5/10/2018,A10645G902931,Second Transh,17196.875,2343.75,2028.125,12825,Home System,557,2468000,14,0,B10,2402000,586,2468000,MJK,,,,,,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
1/19/2018,B10646AA03779,Second Transh,14181.25,1406.25,1675,11100,Home System,424,1915000,13,0,,,,,,,,,,,,,,,,,,,
1/6/2018,C10647B700025,Second Transh,5956.25,515.625,790.625,4650,Home System,499,404000,7,0,B3,404000,528,404000,MJK,yes,yes,yes,yes,yes,no,,,,,,YES,,CLIENT WILLING PAY OR LOCKDWN  
1/2/2018,A10648L402673,Second Transh,12959.375,1150,1534.375,10275,Home System,472,1096000,8,0,,,,,,,,,,,,,,,,,,,
1/31/2018,B10649D503318,Second Transh,7600,1062.5,987.5,5550,Home System,442,50000,1,0,B36,50000,,50000,MMM,yes,yes,yes,yes,YES,yes,all,months back,50000,mobile money,YES,NO,don't remember,SERVICECASES BATTERIES WARRANTY
1/3/2018,C10650FD01167,Second Transh,6521.875,568.75,853.125,5100,Home System,591,1360000,20,18,,,,,,,,,,,,,,,,,,,
1/30/2018,A10651AA03740,Second Transh,16412.5,2187.5,3125,11100,Home System,472,387000,3,0,B3,387000,501,387000,MJK,yes,yes,yes,no,NO,FINSHED ,FINSHED ,FINSHED,FINSHED,YES,YES,YES,FINSHED,CLAIMS TO HAVE COMPLETED PAYMNT
12/27/2017,B10652K102720,Second Transh,15321.875,1246.875,2975,11100,Home System,389,58000,1,0,B20,58000,,58000,MMM,yes,yes,yes,yes,NO,no,,,,BANK,YES,NO,last month,SERVICECASES BATTERIES WARRANTY
1/25/2018,C10653C403123,Second Transh,13606.25,1206.25,1600,10800,Home System,601,2868000,20,7,,,,,,,,,,,,,,,,,,,
12/28/2017,A10654DC03139,Second Transh,5546.875,568.75,853.125,4125,Home System,0,0,0,0,,,,,,,,,,,,,,,,,,,
12/28/2017,B10655E402964,Second Transh,9696.875,856.25,1190.625,7650,Home System,54,139000,2,7,,,,,,,,,,,,,,,,,,,
3/15/2018,C10656G902932,Second Transh,29862.5,2812.5,3125,23925,Home System,482,4516000,14,0,,,,,,,,,,,,,,,,,,,
2/22/2018,A10657DF01875,Second Transh,19118.75,1703.125,2190.625,15225,Home System,420,918000,5,0,,,,,,,,,,,,,,,,,,,
1/3/2018,B10658C102695,Second Transh,8659.375,690.625,1743.75,6225,Home System,543,830000,10,0,B11,830000,572,830000,,,,,,830000,,,,,,,,,CLIENT NUMBER NOT AVAILABLE
1/31/2018,C10659L502190,Second Transh,12896.875,1875,1571.875,9450,Home System,389,0,1,0,,,,,,,,,,,,,,,,,,,
1/29/2018,A10660A102968,Second Transh,5303.125,543.75,821.875,3937.5,Home System,845,36000,1,0,B2,36000,874,36000,MJK,yes,yes,yes,yes,NO,no,,5/2/2018 0:00,40000,Mobile Money,YES,YES,1 month,CLAIMS TO HAVE COMPLETED PAYMNT
4/26/2018,B10661AB02643,Second Transh,12865.625,1140.625,1525,10200,Home System,581,1892000,14,0,,,,,,,,,,,,,,,,,,,
